url	method	startedDateTime	time	Response status	Response content mimeType	Response content size	Response headersSize	Response bodySize	Referer	Timing blocked	Timing dns	Timing connect	Timing send	Timing wait	Timing receive	Timing ssl
https://www-stage.oracle.com/dfds/index.html	GET	2017-06-10T19:07:19.236+05:30	4195	302	application/x-unknown-content-type	84	278	0		4009	0	0	0	186	0	
https://www.oracle.com/splash/www/fw_error.html?referenceerror=18.b5fa3f7b.1497101845.28d8f645&referer=https://www-stage.oracle.com/dfds/index.html	GET	2017-06-10T19:07:23.507+05:30	2600	503	text/html	4323	453	1689		1020	0	0	0	1580	0	
https://www.oracle.com/splash/oralogo_small.gif	GET	2017-06-10T19:07:26.280+05:30	108	200	image/gif	87	377	2059	https://www.oracle.com/splash/www/fw_error.html?referenceerror=18.b5fa3f7b.1497101845.28d8f645&referer=https://www-stage.oracle.com/dfds/index.html	0	0	0	0	98	10	
https://www.oracle.com/splash/s_code_myo.js	GET	2017-06-10T19:07:26.280+05:30	1346	404	text/html	16	278	16	https://www.oracle.com/splash/www/fw_error.html?referenceerror=18.b5fa3f7b.1497101845.28d8f645&referer=https://www-stage.oracle.com/dfds/index.html	0	0	0	0	1346	0	
https://www.oracle.com/splash/s_code.js	GET	2017-06-10T19:07:26.280+05:30	244	200	application/x-javascript	29626	440	15628	https://www.oracle.com/splash/www/fw_error.html?referenceerror=18.b5fa3f7b.1497101845.28d8f645&referer=https://www-stage.oracle.com/dfds/index.html	1	0	0	0	152	91	
